elapsed_seconds,status,shoulder_width_current,shoulder_width_deviation,shoulder_width_status,shoulder_tilt_current,shoulder_tilt_deviation,shoulder_tilt_status,head_drop_ratio_current,head_drop_ratio_deviation,head_drop_ratio_status,forward_head_ratio_current,forward_head_ratio_deviation,forward_head_ratio_status,head_tilt_current,head_tilt_deviation,head_tilt_status
61.01,bad,0.2137,0.4437,alert,172.2858,37.4022,good,0.5453,0.1280,good,-0.7041,0.2392,alert,0.0000,89.4383,good
61.04,bad,0.2137,0.4435,alert,172.3544,37.4709,good,0.5436,0.1263,good,-0.7040,0.2391,alert,0.0000,89.4383,good
61.07,bad,0.2138,0.4432,alert,172.3946,37.5111,good,0.5395,0.1222,good,-0.7045,0.2396,alert,0.0000,89.4383,good
61.11,bad,0.2144,0.4417,alert,172.3296,37.4461,good,0.5378,0.1204,good,-0.7016,0.2367,alert,0.0000,89.4383,good
61.14,bad,0.2141,0.4426,alert,172.3861,37.5025,good,0.5399,0.1225,good,-0.7054,0.2405,alert,0.0000,89.4383,good
61.17,bad,0.2141,0.4426,alert,172.3972,37.5137,good,0.5392,0.1219,good,-0.7057,0.2408,alert,0.0000,89.4383,good
61.20,bad,0.2140,0.4428,alert,172.3467,37.4631,good,0.5387,0.1213,good,-0.7073,0.2424,alert,0.0000,89.4383,good
61.24,bad,0.2140,0.4428,alert,172.5530,37.6694,good,0.5411,0.1238,good,-0.7083,0.2434,alert,0.0000,89.4383,good
61.27,bad,0.2136,0.4438,alert,172.6108,37.7273,good,0.5417,0.1243,good,-0.7100,0.2451,alert,0.0000,89.4383,good
61.30,bad,0.2139,0.4431,alert,172.5231,37.6395,good,0.5382,0.1208,good,-0.7103,0.2454,alert,-14.7125,74.7258,good
61.35,bad,0.2138,0.4434,alert,172.4513,37.5678,good,0.5367,0.1193,good,-0.7100,0.2451,alert,-14.7125,74.7258,good
61.37,bad,0.2136,0.4438,alert,172.3248,37.4413,good,0.5350,0.1176,good,-0.7096,0.2447,alert,-14.7125,74.7258,good
61.41,bad,0.2142,0.4423,alert,172.0096,37.1261,good,0.5333,0.1159,good,-0.7050,0.2401,alert,-1.7348,87.7035,good
61.44,bad,0.2141,0.4424,alert,171.8977,37.0141,good,0.5336,0.1162,good,-0.7026,0.2377,alert,-1.7348,87.7035,good
61.48,bad,0.2141,0.4426,alert,171.9435,37.0600,good,0.5356,0.1183,good,-0.7008,0.2360,alert,-1.7348,87.7035,good
61.50,bad,0.2139,0.4431,alert,171.9007,37.0172,good,0.5357,0.1183,good,-0.7027,0.2378,alert,12.8600,102.2983,good
61.54,bad,0.2144,0.4417,alert,171.9169,37.0334,good,0.5337,0.1164,good,-0.7019,0.2370,alert,27.3422,116.7805,good
61.57,bad,0.2147,0.4411,alert,171.8172,36.9337,good,0.5316,0.1143,good,-0.7024,0.2375,alert,41.7191,131.1574,good
61.60,bad,0.2150,0.4403,alert,171.7467,36.8632,good,0.5315,0.1141,good,-0.7010,0.2361,alert,55.9065,145.3448,good
61.63,bad,0.2153,0.4394,alert,171.6432,36.7596,good,0.5294,0.1120,good,-0.6998,0.2349,alert,55.9065,145.3448,good
61.68,bad,0.2161,0.4374,alert,171.6559,36.7724,good,0.5281,0.1107,good,-0.6976,0.2327,alert,69.8009,159.2392,good
61.71,bad,0.2162,0.4372,alert,171.6449,36.7613,good,0.5325,0.1152,good,-0.6964,0.2315,alert,99.1950,188.6333,good
61.75,bad,0.2165,0.4364,alert,171.5651,36.6815,good,0.5322,0.1148,good,-0.6931,0.2282,alert,113.6135,203.0518,good
61.78,bad,0.2173,0.4343,alert,171.5446,36.6610,good,0.5281,0.1108,good,-0.6889,0.2241,alert,127.7016,217.1398,good
61.81,bad,0.2175,0.4338,alert,171.7683,36.8847,good,0.5307,0.1134,good,-0.6913,0.2264,alert,128.7294,218.1677,good
61.84,bad,0.2179,0.4328,alert,171.9126,37.0291,good,0.5302,0.1129,good,-0.6929,0.2281,alert,142.9225,232.3608,good
61.87,bad,0.2184,0.4314,alert,171.8395,36.9559,good,0.5272,0.1098,good,-0.6919,0.2270,alert,157.4831,246.9214,good
61.91,bad,0.2183,0.4316,alert,171.9254,37.0419,good,0.5275,0.1102,good,-0.6915,0.2266,alert,142.8882,232.3265,good
61.94,bad,0.2181,0.4321,alert,171.9616,37.0781,good,0.5264,0.1091,good,-0.6913,0.2264,alert,142.8984,232.3367,good
61.97,bad,0.2178,0.4329,alert,172.0172,37.1336,good,0.5272,0.1098,good,-0.6915,0.2266,alert,128.5215,217.9598,good
62.02,bad,0.2173,0.4343,alert,172.0020,37.1184,good,0.5272,0.1098,good,-0.6929,0.2280,alert,114.3341,203.7724,good
62.05,bad,0.2169,0.4353,alert,172.0085,37.1250,good,0.5281,0.1108,good,-0.6943,0.2294,alert,114.3341,203.7724,good
62.08,bad,0.2164,0.4365,alert,171.9728,37.0893,good,0.5285,0.1111,good,-0.6957,0.2308,alert,100.4397,189.8780,good
62.10,bad,0.2159,0.4379,alert,171.9968,37.1133,good,0.5284,0.1111,good,-0.6980,0.2331,alert,85.7581,175.1964,good
62.15,bad,0.2153,0.4395,alert,171.9544,37.0709,good,0.5304,0.1130,good,-0.7007,0.2358,alert,71.3396,160.7778,good
62.18,bad,0.2146,0.4413,alert,171.9180,37.0345,good,0.5341,0.1167,good,-0.7040,0.2391,alert,57.2515,146.6898,good
62.21,bad,0.2144,0.4418,alert,171.6774,36.7939,good,0.5351,0.1177,good,-0.7038,0.2389,alert,43.2460,132.6843,good
62.25,bad,0.2141,0.4425,alert,171.5591,36.6756,good,0.5376,0.1202,good,-0.7038,0.2389,alert,29.0529,118.4912,good
62.27,bad,0.2142,0.4424,alert,171.5152,36.6316,good,0.5392,0.1218,good,-0.7038,0.2389,alert,14.4923,103.9306,good
62.30,bad,0.2143,0.4419,alert,171.3963,36.5128,good,0.5405,0.1232,good,-0.7052,0.2403,alert,14.4923,103.9306,good
62.36,bad,0.2148,0.4406,alert,171.3296,36.4461,good,0.5402,0.1229,good,-0.7040,0.2391,alert,0.0000,89.4383,good
62.38,bad,0.2154,0.4393,alert,171.2077,36.3241,good,0.5406,0.1232,good,-0.7030,0.2381,alert,0.0000,89.4383,good
62.41,bad,0.2159,0.4378,alert,171.0943,36.2108,good,0.5403,0.1230,good,-0.7009,0.2360,alert,0.0000,89.4383,good
62.44,bad,0.2163,0.4367,alert,171.0110,36.1275,good,0.5411,0.1237,good,-0.7007,0.2358,alert,0.0000,89.4383,good
62.46,bad,0.2167,0.4357,alert,171.0010,36.1174,good,0.5406,0.1233,good,-0.6987,0.2339,alert,0.0000,89.4383,good
62.49,bad,0.2175,0.4338,alert,170.9308,36.0473,good,0.5399,0.1226,good,-0.6953,0.2304,alert,0.0000,89.4383,good
62.55,bad,0.2178,0.4330,alert,170.9510,36.0675,good,0.5375,0.1201,good,-0.6942,0.2293,alert,0.0000,89.4383,good
62.58,bad,0.2186,0.4309,alert,170.9422,36.0587,good,0.5316,0.1142,good,-0.6917,0.2268,alert,13.5128,102.9511,good
62.61,bad,0.2189,0.4301,alert,170.9718,36.0883,good,0.5289,0.1115,good,-0.6911,0.2262,alert,13.5128,102.9511,good
62.64,bad,0.2191,0.4295,alert,170.9645,36.0810,good,0.5261,0.1087,good,-0.6911,0.2263,alert,13.5128,102.9511,good
62.69,bad,0.2193,0.4291,alert,171.0062,36.1227,good,0.5258,0.1084,good,-0.6913,0.2264,alert,13.5128,102.9511,good
62.72,bad,0.2196,0.4281,alert,171.0975,36.2140,good,0.5244,0.1071,good,-0.6893,0.2245,alert,13.5128,102.9511,good
62.75,bad,0.2197,0.4281,alert,171.0969,36.2134,good,0.5253,0.1079,good,-0.6900,0.2251,alert,13.5128,102.9511,good
62.77,bad,0.2196,0.4283,alert,171.1191,36.2356,good,0.5254,0.1080,good,-0.6903,0.2254,alert,13.5128,102.9511,good
62.80,bad,0.2195,0.4285,alert,171.1633,36.2798,good,0.5257,0.1083,good,-0.6908,0.2260,alert,13.5128,102.9511,good
62.83,bad,0.2196,0.4283,alert,171.1250,36.2415,good,0.5242,0.1068,good,-0.6893,0.2244,alert,13.5128,102.9511,good
62.86,bad,0.2197,0.4279,alert,171.0271,36.1435,good,0.5232,0.1058,good,-0.6897,0.2248,alert,13.5128,102.9511,good
62.92,bad,0.2192,0.4292,alert,170.9548,36.0712,good,0.5246,0.1073,good,-0.6925,0.2277,alert,13.5128,102.9511,good
62.94,bad,0.2195,0.4286,alert,170.8755,35.9920,good,0.5261,0.1087,good,-0.6921,0.2272,alert,13.5128,102.9511,good
62.98,bad,0.2193,0.4289,alert,170.8230,35.9395,good,0.5292,0.1118,good,-0.6921,0.2272,alert,0.0000,89.4383,good
63.03,bad,0.2191,0.4295,alert,170.8695,35.9859,good,0.5313,0.1139,good,-0.6940,0.2291,alert,0.0000,89.4383,good
63.06,bad,0.2191,0.4296,alert,170.8934,36.0098,good,0.5324,0.1150,good,-0.6961,0.2312,alert,0.0000,89.4383,good
63.08,bad,0.2191,0.4296,alert,170.8993,36.0157,good,0.5325,0.1152,good,-0.6978,0.2329,alert,0.0000,89.4383,good
63.11,bad,0.2189,0.4302,alert,170.8011,35.9176,good,0.5325,0.1151,good,-0.6991,0.2342,alert,0.0000,89.4383,good
63.14,bad,0.2188,0.4304,alert,170.7153,35.8318,good,0.5318,0.1145,good,-0.6995,0.2346,alert,0.0000,89.4383,good
63.17,bad,0.2188,0.4302,alert,170.6687,35.7851,good,0.5305,0.1132,good,-0.6994,0.2345,alert,0.0000,89.4383,good
63.20,bad,0.2187,0.4305,alert,170.6012,35.7177,good,0.5290,0.1116,good,-0.6993,0.2344,alert,0.0000,89.4383,good
63.23,bad,0.2187,0.4306,alert,170.6246,35.7411,good,0.5293,0.1120,good,-0.7001,0.2352,alert,0.0000,89.4383,good
63.25,bad,0.2185,0.4310,alert,170.5350,35.6515,good,0.5291,0.1117,good,-0.6995,0.2347,alert,0.0000,89.4383,good
63.28,bad,0.2189,0.4302,alert,170.4618,35.5782,good,0.5265,0.1091,good,-0.6968,0.2319,alert,0.0000,89.4383,good
63.37,bad,0.2185,0.4310,alert,170.5026,35.6191,good,0.5290,0.1116,good,-0.6986,0.2337,alert,0.0000,89.4383,good
63.39,bad,0.2180,0.4324,alert,170.5800,35.6965,good,0.5340,0.1166,good,-0.7023,0.2374,alert,0.0000,89.4383,good
63.42,bad,0.2178,0.4329,alert,170.5863,35.7027,good,0.5376,0.1203,good,-0.7033,0.2384,alert,0.0000,89.4383,good
63.45,bad,0.2175,0.4338,alert,170.5105,35.6270,good,0.5396,0.1222,good,-0.7038,0.2389,alert,0.0000,89.4383,good
63.47,bad,0.2171,0.4346,alert,170.4224,35.5389,good,0.5421,0.1247,good,-0.7039,0.2391,alert,0.0000,89.4383,good
63.50,bad,0.2170,0.4351,alert,170.4522,35.5686,good,0.5440,0.1267,good,-0.7039,0.2390,alert,0.0000,89.4383,good
63.53,bad,0.2169,0.4353,alert,170.4397,35.5561,good,0.5462,0.1288,good,-0.7040,0.2391,alert,0.0000,89.4383,good
63.55,bad,0.2168,0.4355,alert,170.4004,35.5169,good,0.5497,0.1323,good,-0.7055,0.2406,alert,0.0000,89.4383,good
63.59,bad,0.2171,0.4347,alert,170.4161,35.5326,good,0.5507,0.1334,good,-0.7054,0.2405,alert,0.0000,89.4383,good
63.62,bad,0.2176,0.4334,alert,170.4122,35.5286,good,0.5495,0.1321,good,-0.7038,0.2389,alert,13.4854,102.9237,good
63.65,bad,0.2182,0.4320,alert,170.5017,35.6182,good,0.5500,0.1326,good,-0.7035,0.2386,alert,13.4854,102.9237,good
63.70,bad,0.2184,0.4313,alert,170.6671,35.7836,good,0.5528,0.1355,good,-0.7063,0.2414,alert,13.4854,102.9237,good
63.73,bad,0.2188,0.4302,alert,170.6901,35.8065,good,0.5508,0.1334,good,-0.7050,0.2401,alert,13.4854,102.9237,good
63.76,bad,0.2195,0.4285,alert,170.7025,35.8190,good,0.5468,0.1295,good,-0.7013,0.2365,alert,13.4854,102.9237,good
63.79,bad,0.2200,0.4271,alert,170.5923,35.7088,good,0.5422,0.1248,good,-0.6988,0.2339,alert,13.4854,102.9237,good
63.82,bad,0.2206,0.4256,alert,170.6135,35.7299,good,0.5389,0.1216,good,-0.6971,0.2322,alert,13.4854,102.9237,good
63.86,bad,0.2211,0.4243,alert,170.6284,35.7448,good,0.5352,0.1178,good,-0.6964,0.2316,alert,28.3060,117.7443,good
63.89,bad,0.2214,0.4234,alert,170.6296,35.7460,good,0.5330,0.1157,good,-0.6962,0.2314,alert,28.3060,117.7443,good
63.92,bad,0.2217,0.4229,alert,170.7118,35.8283,good,0.5296,0.1123,good,-0.6957,0.2308,alert,28.3060,117.7443,good
63.96,bad,0.2217,0.4228,alert,170.7787,35.8952,good,0.5276,0.1103,good,-0.6961,0.2312,alert,28.3060,117.7443,good
63.98,bad,0.2217,0.4227,alert,170.7628,35.8793,good,0.5260,0.1086,good,-0.6950,0.2301,alert,28.3060,117.7443,good
64.04,bad,0.2215,0.4234,alert,170.7959,35.9124,good,0.5266,0.1093,good,-0.6957,0.2308,alert,14.8206,104.2589,good
64.06,bad,0.2213,0.4237,alert,170.7991,35.9156,good,0.5255,0.1081,good,-0.6962,0.2313,alert,14.8206,104.2589,good
64.10,bad,0.2210,0.4245,alert,170.7609,35.8774,good,0.5251,0.1078,good,-0.6971,0.2323,alert,14.8206,104.2589,good
64.13,bad,0.2211,0.4243,alert,170.6787,35.7952,good,0.5242,0.1069,good,-0.6964,0.2315,alert,14.8206,104.2589,good
64.16,bad,0.2210,0.4245,alert,170.5198,35.6363,good,0.5229,0.1055,good,-0.6958,0.2309,alert,14.8206,104.2589,good
64.19,bad,0.2211,0.4244,alert,170.4774,35.5938,good,0.5213,0.1039,good,-0.6949,0.2300,alert,14.8206,104.2589,good
64.23,bad,0.2210,0.4245,alert,170.4559,35.5724,good,0.5186,0.1012,good,-0.6925,0.2276,alert,14.8206,104.2589,good
64.26,bad,0.2212,0.4240,alert,170.4621,35.5786,good,0.5170,0.0996,good,-0.6901,0.2252,alert,0.0000,89.4383,good
64.29,bad,0.2217,0.4228,alert,170.4726,35.5891,good,0.5157,0.0983,good,-0.6879,0.2231,alert,0.0000,89.4383,good
64.32,bad,0.2219,0.4222,alert,170.4062,35.5227,good,0.5148,0.0975,good,-0.6867,0.2218,alert,0.0000,89.4383,good
64.37,bad,0.2221,0.4217,alert,170.4207,35.5372,good,0.5145,0.0972,good,-0.6852,0.2203,alert,0.0000,89.4383,good
64.40,bad,0.2224,0.4210,alert,170.4266,35.5431,good,0.5147,0.0973,good,-0.6856,0.2207,alert,14.0620,103.5003,good
64.44,bad,0.2227,0.4202,alert,170.3569,35.4734,good,0.5147,0.0973,good,-0.6852,0.2204,alert,14.0620,103.5003,good
64.46,bad,0.2229,0.4197,alert,170.3984,35.5149,good,0.5145,0.0971,good,-0.6845,0.2196,alert,28.1039,117.5422,good
64.50,bad,0.2234,0.4183,alert,170.3520,35.4684,good,0.5134,0.0960,good,-0.6825,0.2176,alert,41.9629,131.4012,good
64.53,bad,0.2238,0.4174,alert,170.2976,35.4140,good,0.5132,0.0959,good,-0.6826,0.2177,alert,55.6633,145.1016,good
64.56,bad,0.2240,0.4169,alert,170.2707,35.3872,good,0.5159,0.0985,good,-0.6839,0.2190,alert,69.4900,158.9283,good
64.60,bad,0.2242,0.4163,alert,170.2489,35.3653,good,0.5179,0.1005,good,-0.6839,0.2190,alert,83.1628,172.6011,good
64.63,bad,0.2243,0.4159,alert,170.2331,35.3496,good,0.5229,0.1055,good,-0.6863,0.2214,alert,97.5126,186.9509,good
64.66,bad,0.2247,0.4151,alert,170.2288,35.3453,good,0.5254,0.1081,good,-0.6871,0.2222,alert,112.4233,201.8616,good
64.71,bad,0.2248,0.4147,alert,170.1962,35.3126,good,0.5263,0.1090,good,-0.6877,0.2228,alert,127.0219,216.4602,good
64.74,bad,0.2251,0.4140,alert,170.1925,35.3090,good,0.5287,0.1114,good,-0.6887,0.2239,alert,141.4080,230.8463,good
64.77,bad,0.2257,0.4123,alert,170.2538,35.3702,good,0.5320,0.1146,good,-0.6888,0.2240,alert,156.2981,245.7364,good
64.80,bad,0.2260,0.4115,alert,170.3327,35.4492,good,0.5365,0.1191,good,-0.6899,0.2250,alert,157.1590,246.5973,good
64.83,bad,0.2261,0.4113,alert,170.3645,35.4809,good,0.5415,0.1242,good,-0.6928,0.2279,alert,157.1590,246.5973,good
64.86,bad,0.2260,0.4114,alert,170.3127,35.4292,good,0.5493,0.1320,good,-0.6959,0.2310,alert,143.1171,232.5554,good
64.90,bad,0.2261,0.4114,alert,170.3364,35.4529,good,0.5558,0.1384,good,-0.6988,0.2339,alert,129.2580,218.6963,good
64.93,bad,0.2260,0.4115,alert,170.3719,35.4884,good,0.5683,0.1509,caution,-0.7040,0.2391,alert,115.5576,204.9959,good
64.96,bad,0.2260,0.4116,alert,170.4215,35.5380,good,0.5773,0.1599,caution,-0.7096,0.2447,alert,101.7310,191.1693,good
64.99,bad,0.2257,0.4124,alert,170.5233,35.6398,good,0.5921,0.1747,caution,-0.7178,0.2529,alert,88.0581,177.4964,good
65.04,bad,0.2255,0.4130,alert,170.5430,35.6595,good,0.6076,0.1902,caution,-0.7267,0.2618,alert,73.7083,163.1466,good
65.07,bad,0.2250,0.4141,alert,170.6358,35.7523,good,0.6240,0.2066,alert,-0.7344,0.2695,alert,58.7977,148.2360,good
65.11,bad,0.2248,0.4146,alert,170.8125,35.9289,good,0.6366,0.2193,alert,-0.7401,0.2752,alert,44.1990,133.6373,good
65.14,bad,0.2244,0.4158,alert,170.9149,36.0313,good,0.6497,0.2324,alert,-0.7453,0.2804,alert,15.0978,104.5361,good
65.17,bad,0.2235,0.4182,alert,170.8577,35.9742,good,0.6618,0.2445,alert,-0.7534,0.2885,alert,0.2077,89.6460,good
65.20,bad,0.2230,0.4193,alert,170.8891,36.0056,good,0.6735,0.2562,alert,-0.7583,0.2935,alert,-29.3562,60.0821,good
65.23,bad,0.2227,0.4203,alert,170.9875,36.1040,good,0.6800,0.2626,alert,-0.7603,0.2954,alert,-43.6569,45.7814,good
65.26,bad,0.2229,0.4197,alert,171.1228,36.2393,good,0.6853,0.2679,alert,-0.7615,0.2966,alert,-58.1970,31.2413,good
65.30,bad,0.2225,0.4207,alert,171.2620,36.3784,good,0.6968,0.2795,alert,-0.7659,0.3010,alert,-58.1970,31.2413,good
65.33,bad,0.2231,0.4192,alert,171.6419,36.7584,good,0.6954,0.2781,alert,-0.7633,0.2985,alert,-72.4478,16.9905,good
65.38,bad,0.2237,0.4177,alert,172.1248,37.2412,good,0.6966,0.2793,alert,-0.7608,0.2960,alert,-86.6302,2.8081,good
65.41,bad,0.2247,0.4149,alert,172.5239,37.6404,good,0.6937,0.2763,alert,-0.7566,0.2917,alert,-101.0945,11.6562,good
65.45,bad,0.2247,0.4148,alert,173.0542,38.1707,good,0.6950,0.2777,alert,-0.7552,0.2903,alert,-101.0945,11.6562,good
65.48,bad,0.2252,0.4136,alert,173.4523,38.5687,good,0.6921,0.2748,alert,-0.7522,0.2873,alert,-115.1367,25.6984,good
65.50,bad,0.2258,0.4120,alert,173.8548,38.9712,good,0.6945,0.2772,alert,-0.7510,0.2861,alert,-115.1367,25.6984,good
65.54,bad,0.2269,0.4092,alert,174.2366,39.3530,good,0.6946,0.2773,alert,-0.7500,0.2851,alert,-100.4215,10.9832,good
65.57,bad,0.2292,0.4032,alert,174.8268,39.9433,good,0.6857,0.2684,alert,-0.7413,0.2764,alert,-114.8645,25.4262,good
65.60,bad,0.2307,0.3993,alert,175.2573,40.3738,good,0.6790,0.2617,alert,-0.7375,0.2726,alert,-100.2235,10.7852,good
65.63,bad,0.2322,0.3955,alert,175.6438,40.7603,good,0.6741,0.2567,alert,-0.7334,0.2685,alert,-100.3097,10.8714,good
65.67,bad,0.2333,0.3925,alert,176.0861,41.2025,good,0.6685,0.2511,alert,-0.7304,0.2655,alert,-100.2336,10.7953,good
65.71,bad,0.2358,0.3860,alert,176.4974,41.6139,good,0.6553,0.2379,alert,-0.7210,0.2561,alert,-113.9478,24.5095,good
65.75,bad,0.2378,0.3809,alert,176.6714,41.7878,good,0.6455,0.2281,alert,-0.7149,0.2500,alert,-114.5095,25.0712,good
65.77,bad,0.2395,0.3763,alert,176.7478,41.8643,good,0.6364,0.2190,alert,-0.7081,0.2433,alert,-115.1565,25.7183,good
65.81,bad,0.2407,0.3734,alert,176.9073,42.0238,good,0.6248,0.2075,alert,-0.7007,0.2358,alert,-114.8218,25.3835,good
65.84,bad,0.2430,0.3674,alert,176.9190,42.0354,good,0.6111,0.1937,caution,-0.6923,0.2274,alert,-114.8218,25.3835,good
65.88,bad,0.2454,0.3611,alert,177.0628,42.1792,good,0.5988,0.1815,caution,-0.6836,0.2187,alert,-115.0114,25.5731,good
65.91,bad,0.2483,0.3536,alert,177.0546,42.1711,good,0.5810,0.1636,caution,-0.6720,0.2071,alert,-129.6556,40.2173,good
65.94,bad,0.2509,0.3468,alert,177.1495,42.2660,good,0.5643,0.1469,caution,-0.6623,0.1975,alert,-143.8047,54.3664,good
65.97,bad,0.2530,0.3414,alert,177.1902,42.3067,good,0.5534,0.1360,good,-0.6542,0.1893,alert,-143.7935,54.3552,good
66.00,bad,0.2552,0.3354,alert,177.2566,42.3731,good,0.5409,0.1236,good,-0.6459,0.1810,alert,-129.0348,39.5965,good
66.09,bad,0.2575,0.3297,alert,177.3588,42.4753,good,0.5309,0.1136,good,-0.6391,0.1742,alert,-128.8845,39.4462,good
66.11,bad,0.2597,0.3239,alert,177.3190,42.4354,good,0.5237,0.1063,good,-0.6329,0.1680,alert,-128.5270,39.0887,good
66.14,bad,0.2610,0.3204,alert,177.2990,42.4154,good,0.5177,0.1003,good,-0.6291,0.1642,alert,-128.9193,39.4810,good
66.17,bad,0.2617,0.3186,alert,177.3660,42.4824,good,0.5154,0.0980,good,-0.6261,0.1612,alert,-128.3122,38.8739,good
66.19,bad,0.2622,0.3173,alert,177.4384,42.5549,good,0.5127,0.0954,good,-0.6247,0.1598,alert,-128.0012,38.5629,good
66.22,bad,0.2630,0.3153,alert,177.4201,42.5365,good,0.5136,0.0963,good,-0.6247,0.1598,alert,-128.4449,39.0066,good
66.25,bad,0.2641,0.3124,alert,177.3721,42.4886,good,0.5078,0.0904,good,-0.6191,0.1542,alert,-142.7086,53.2703,good
66.28,bad,0.2644,0.3116,alert,177.3195,42.4360,good,0.5051,0.0877,good,-0.6191,0.1542,alert,-142.6499,53.2116,good
66.30,bad,0.2637,0.3133,alert,177.3581,42.4745,good,0.5068,0.0894,good,-0.6224,0.1575,alert,-142.4633,53.0250,good
66.34,bad,0.2636,0.3137,alert,177.4497,42.5661,good,0.5068,0.0894,good,-0.6222,0.1573,alert,-143.1318,53.6935,good
66.39,bad,0.2625,0.3165,alert,177.3083,42.4248,good,0.5092,0.0918,good,-0.6270,0.1621,alert,-143.1194,53.6811,good
66.42,bad,0.2621,0.3175,alert,177.3400,42.4565,good,0.5106,0.0933,good,-0.6283,0.1634,alert,-143.0844,53.6461,good
66.44,bad,0.2619,0.3180,alert,177.3517,42.4682,good,0.5115,0.0941,good,-0.6292,0.1643,alert,-114.0541,24.6158,good
66.47,bad,0.2616,0.3190,alert,177.2739,42.3903,good,0.5104,0.0930,good,-0.6321,0.1672,alert,-114.5587,25.1204,good
66.50,bad,0.2612,0.3200,alert,177.3423,42.4588,good,0.5106,0.0932,good,-0.6336,0.1687,alert,-114.6195,25.1812,good
66.55,bad,0.2616,0.3190,alert,177.4630,42.5795,good,0.5065,0.0891,good,-0.6344,0.1695,alert,-114.3201,24.8818,good
66.58,bad,0.2621,0.3176,alert,177.5759,42.6923,good,0.5038,0.0865,good,-0.6340,0.1691,alert,-113.8025,24.3642,good
66.61,bad,0.2628,0.3158,alert,177.7360,42.8525,good,0.4995,0.0821,good,-0.6326,0.1677,alert,-113.2187,23.7804,good
66.64,bad,0.2628,0.3157,alert,177.9761,43.0926,good,0.4982,0.0809,good,-0.6326,0.1677,alert,-113.0257,23.5874,good
66.68,bad,0.2631,0.3151,alert,178.1148,43.2313,good,0.4983,0.0810,good,-0.6327,0.1678,alert,-112.9949,23.5566,good
66.72,bad,0.2633,0.3144,alert,178.1890,43.3055,good,0.4983,0.0810,good,-0.6317,0.1668,alert,-113.2180,23.7797,good
66.75,bad,0.2632,0.3147,alert,178.2800,43.3965,good,0.4989,0.0815,good,-0.6317,0.1668,alert,-112.7168,23.2785,good
66.78,bad,0.2636,0.3136,alert,178.5348,43.6513,good,0.4978,0.0804,good,-0.6292,0.1643,alert,-112.6139,23.1756,good
66.80,bad,0.2631,0.3151,alert,178.5344,43.6508,good,0.4999,0.0825,good,-0.6316,0.1667,alert,-141.7895,52.3512,good
66.83,bad,0.2629,0.3155,alert,178.6109,43.7274,good,0.5000,0.0826,good,-0.6314,0.1665,alert,-170.7599,81.3216,good
66.86,bad,0.2628,0.3156,alert,178.9353,44.0518,good,0.4989,0.0816,good,-0.6264,0.1615,alert,-170.7135,81.2752,good
66.89,bad,0.2631,0.3150,alert,179.0654,44.1818,good,0.4978,0.0804,good,-0.6234,0.1585,alert,-170.9465,81.5083,good
66.95,bad,0.2626,0.3162,alert,179.1179,44.2344,good,0.5016,0.0842,good,-0.6224,0.1576,alert,-171.5849,82.1466,good
66.98,bad,0.2626,0.3162,alert,149.2960,14.4124,good,0.5021,0.0847,good,-0.6189,0.1540,alert,-172.3703,82.9320,good
67.01,bad,0.2626,0.3164,alert,119.4096,15.4740,good,0.5016,0.0842,good,-0.6155,0.1506,alert,-173.0710,83.6327,good
67.06,bad,0.2627,0.3159,alert,89.5280,45.3556,good,0.5012,0.0838,good,-0.6140,0.1491,alert,-173.1850,83.7467,good
67.09,bad,0.2627,0.3160,alert,59.7041,75.1794,good,0.4991,0.0817,good,-0.6111,0.1462,alert,-173.3640,83.9257,good
67.12,bad,0.2628,0.3159,alert,29.9139,104.9696,good,0.4970,0.0796,good,-0.6089,0.1440,alert,-173.0048,83.5665,good
67.14,bad,0.2628,0.3158,alert,0.0476,134.8359,good,0.4982,0.0808,good,-0.6082,0.1433,alert,-173.1362,83.6979,good
67.17,bad,0.2630,0.3151,alert,-29.7943,164.6779,good,0.4961,0.0787,good,-0.6067,0.1418,alert,-173.1461,83.7078,good
67.20,bad,0.2635,0.3140,alert,-59.4613,194.3448,good,0.4923,0.0750,good,-0.6021,0.1372,alert,-173.1654,83.7271,good
67.23,bad,0.2638,0.3132,alert,-89.2526,224.1361,good,0.4927,0.0753,good,-0.5998,0.1349,alert,-173.7597,84.3214,good
67.25,bad,0.2639,0.3129,alert,-119.1951,254.0787,good,0.4935,0.0762,good,-0.6009,0.1360,alert,-173.6153,84.1770,good
67.28,bad,0.2636,0.3136,alert,-149.0908,283.9743,good,0.4934,0.0760,good,-0.6011,0.1362,alert,-173.9549,84.5166,good
67.35,bad,0.2637,0.3134,alert,-178.9642,313.8477,caution,0.4909,0.0735,good,-0.6007,0.1358,alert,-174.2467,84.8085,good
67.39,bad,0.2636,0.3136,alert,-179.0002,313.8837,caution,0.4897,0.0724,good,-0.6023,0.1374,alert,-174.3107,84.8724,good
67.42,bad,0.2638,0.3132,alert,-178.9718,313.8554,caution,0.4887,0.0714,good,-0.6029,0.1380,alert,-144.9040,55.4657,good
67.45,bad,0.2640,0.3128,alert,-178.9494,313.8329,caution,0.4873,0.0700,good,-0.6022,0.1373,alert,-116.0028,26.5645,good
67.48,bad,0.2640,0.3126,alert,-178.9410,313.8246,caution,0.4880,0.0707,good,-0.6012,0.1363,alert,-87.3546,2.0837,good
