elapsed_seconds,status,shoulder_width_current,shoulder_width_deviation,shoulder_width_status,shoulder_tilt_current,shoulder_tilt_deviation,shoulder_tilt_status,head_drop_ratio_current,head_drop_ratio_deviation,head_drop_ratio_status,forward_head_ratio_current,forward_head_ratio_deviation,forward_head_ratio_status,head_tilt_current,head_tilt_deviation,head_tilt_status
147.46,bad,0.0355,0.9075,alert,154.0667,19.1832,good,2.2090,1.7917,alert,-3.5579,3.0930,alert,136.3300,225.7682,good
147.49,bad,0.0358,0.9068,alert,154.2036,19.3200,good,2.2133,1.7959,alert,-3.5684,3.1035,alert,133.9332,223.3715,good
147.52,bad,0.0357,0.9071,alert,154.0519,19.1684,good,2.2469,1.8296,alert,-3.6258,3.1609,alert,132.5192,221.9575,good
147.55,bad,0.0352,0.9084,alert,154.2692,19.3857,good,2.3219,1.9045,alert,-3.7203,3.2554,alert,129.6405,219.0788,good
147.58,bad,0.0354,0.9078,alert,154.2922,19.4087,good,2.3402,1.9229,alert,-3.7300,3.2651,alert,126.5865,216.0248,good
147.61,bad,0.0355,0.9075,alert,155.1641,20.2806,good,2.3577,1.9404,alert,-3.7454,3.2805,alert,124.1739,213.6122,good
147.64,bad,0.0353,0.9082,alert,154.5035,19.6199,good,2.3922,1.9748,alert,-3.7925,3.3276,alert,122.4115,211.8498,good
147.67,bad,0.0349,0.9091,alert,155.8035,20.9199,good,2.4330,2.0157,alert,-3.8614,3.3965,alert,122.8169,212.2552,good
147.70,bad,0.0338,0.9121,alert,154.2271,19.3436,good,2.5395,2.1221,alert,-4.0146,3.5497,alert,124.7581,214.1964,good
147.73,bad,0.0339,0.9117,alert,152.9729,18.0894,good,2.5325,2.1151,alert,-3.9724,3.5076,alert,125.4060,214.8443,good
147.76,bad,0.0343,0.9106,alert,153.5602,18.6766,good,2.5238,2.1064,alert,-3.9348,3.4699,alert,127.4820,216.9203,good
147.83,bad,0.0344,0.9103,alert,153.5898,18.7062,good,2.5266,2.1093,alert,-3.9049,3.4400,alert,129.5152,218.9535,good
147.85,bad,0.0348,0.9095,alert,154.4164,19.5329,good,2.4968,2.0794,alert,-3.8299,3.3650,alert,130.3094,219.7477,good
147.88,bad,0.0347,0.9098,alert,152.8581,17.9745,good,2.4826,2.0652,alert,-3.8013,3.3364,alert,132.6367,222.0750,good
147.91,bad,0.0346,0.9098,alert,152.8125,17.9290,good,2.4783,2.0610,alert,-3.7708,3.3059,alert,134.1511,223.5894,good
147.94,bad,0.0354,0.9079,alert,152.4544,17.5708,good,2.4102,1.9929,alert,-3.6652,3.2003,alert,137.3707,226.8089,good
147.97,bad,0.0345,0.9102,alert,151.0155,16.1320,good,2.4505,2.0331,alert,-3.7350,3.2702,alert,140.1798,229.6181,good
148.00,bad,0.0339,0.9118,alert,149.0731,14.1896,good,2.4945,2.0771,alert,-3.7851,3.3202,alert,144.1812,233.6195,good
148.03,bad,0.0330,0.9140,alert,147.5819,12.6983,good,2.5394,2.1221,alert,-3.8563,3.3915,alert,133.3148,222.7531,good
148.05,bad,0.0331,0.9139,alert,146.4009,11.5174,good,2.5406,2.1233,alert,-3.8462,3.3813,alert,121.2156,210.6539,good
148.08,bad,0.0337,0.9123,alert,147.0271,12.1436,good,2.4811,2.0638,alert,-3.7572,3.2923,alert,108.0309,197.4692,good
148.13,bad,0.0335,0.9129,alert,148.0288,13.1453,good,2.4930,2.0756,alert,-3.7990,3.3341,alert,109.5262,198.9645,good
148.16,bad,0.0332,0.9136,alert,146.9848,12.1013,good,2.4963,2.0790,alert,-3.8170,3.3521,alert,98.0772,187.5155,good
148.20,bad,0.0336,0.9124,alert,146.4772,11.5937,good,2.4729,2.0555,alert,-3.7890,3.3241,alert,86.9398,176.3781,good
148.23,bad,0.0339,0.9118,alert,145.7856,10.9021,good,2.4663,2.0489,alert,-3.7849,3.3200,alert,75.8023,165.2406,good
148.26,bad,0.0338,0.9119,alert,147.0993,12.2157,good,2.4697,2.0524,alert,-3.7994,3.3345,alert,76.9806,166.4189,good
148.29,bad,0.0337,0.9123,alert,147.6645,12.7809,good,2.4658,2.0484,alert,-3.8170,3.3521,alert,78.1698,167.6081,good
148.33,bad,0.0334,0.9129,alert,146.8819,11.9983,good,2.4944,2.0770,alert,-3.8428,3.3779,alert,64.4060,153.8443,good
148.35,bad,0.0335,0.9128,alert,146.3795,11.4959,good,2.4911,2.0737,alert,-3.8191,3.3542,alert,62.6319,152.0702,good
148.39,bad,0.0344,0.9104,alert,148.0230,13.1395,good,2.4336,2.0162,alert,-3.7207,3.2558,alert,60.5731,150.0114,good
148.42,bad,0.0352,0.9083,alert,149.6180,14.7344,good,2.3727,1.9553,alert,-3.6358,3.1709,alert,72.4278,161.8661,good
148.47,bad,0.0360,0.9062,alert,149.8546,14.9710,good,2.3186,1.9012,alert,-3.5480,3.0831,alert,83.9459,173.3842,good
148.50,bad,0.0362,0.9057,alert,150.1243,15.2408,good,2.3077,1.8903,alert,-3.5244,3.0595,alert,94.2020,183.6403,good
148.54,bad,0.0368,0.9042,alert,149.9023,15.0188,good,2.2700,1.8526,alert,-3.4412,2.9763,alert,93.1831,182.6214,good
148.56,bad,0.0366,0.9046,alert,150.4094,15.5258,good,2.2982,1.8808,alert,-3.4721,3.0072,alert,104.8124,194.2507,good
148.60,bad,0.0356,0.9072,alert,148.5531,13.6696,good,2.3620,1.9446,alert,-3.5711,3.1062,alert,117.5825,207.0208,good
148.63,bad,0.0353,0.9080,alert,149.2327,14.3491,good,2.3954,1.9781,alert,-3.6089,3.1440,alert,128.8092,218.2475,good
148.66,bad,0.0356,0.9073,alert,150.2654,15.3819,good,2.3930,1.9757,alert,-3.5927,3.1278,alert,126.9842,216.4225,good
148.71,bad,0.0365,0.9050,alert,150.6095,15.7260,good,2.3643,1.9469,alert,-3.5302,3.0653,alert,126.0516,215.4899,good
148.74,bad,0.0368,0.9041,alert,151.2036,16.3201,good,2.3453,1.9280,alert,-3.5082,3.0433,alert,136.8418,226.2801,good
148.77,bad,0.0379,0.9014,alert,153.0046,18.1211,good,2.3042,1.8868,alert,-3.4379,2.9730,alert,136.5544,225.9927,good
148.81,bad,0.0384,0.9000,alert,153.7772,18.8937,good,2.2748,1.8575,alert,-3.3974,2.9326,alert,136.0511,225.4894,good
148.85,bad,0.0382,0.9005,alert,153.7212,18.8376,good,2.3100,1.8926,alert,-3.4240,2.9591,alert,135.8527,225.2910,good
148.88,bad,0.0379,0.9014,alert,154.1666,19.2830,good,2.3340,1.9167,alert,-3.4536,2.9887,alert,135.9908,225.4291,good
148.91,bad,0.0382,0.9006,alert,154.8437,19.9601,good,2.3290,1.9117,alert,-3.4317,2.9668,alert,138.0197,227.4580,good
148.94,bad,0.0387,0.8993,alert,155.6786,20.7950,good,2.3256,1.9082,alert,-3.4079,2.9431,alert,138.6104,228.0486,good
148.97,bad,0.0397,0.8968,alert,156.2036,21.3201,good,2.2544,1.8370,alert,-3.3145,2.8496,alert,136.9792,226.4175,good
149.03,bad,0.0404,0.8949,alert,158.5183,23.6348,good,2.2285,1.8111,alert,-3.2517,2.7868,alert,135.4185,224.8568,good
149.05,bad,0.0406,0.8942,alert,158.4812,23.5976,good,2.2161,1.7987,alert,-3.2261,2.7612,alert,135.4012,224.8395,good
149.08,bad,0.0402,0.8954,alert,156.5507,21.6672,good,2.2443,1.8269,alert,-3.2527,2.7878,alert,134.4240,223.8623,good
149.11,bad,0.0397,0.8965,alert,156.6860,21.8024,good,2.2832,1.8658,alert,-3.3017,2.8369,alert,135.1070,224.5453,good
149.14,bad,0.0388,0.8990,alert,156.5744,21.6908,good,2.3717,1.9544,alert,-3.4184,2.9535,alert,135.1702,224.6085,good
149.17,bad,0.0382,0.9007,alert,156.3444,21.4608,good,2.4237,2.0064,alert,-3.4799,3.0150,alert,134.4224,223.8607,good
149.20,bad,0.0376,0.9020,alert,155.7453,20.8617,good,2.4694,2.0521,alert,-3.5339,3.0690,alert,133.2261,222.6644,good
149.24,bad,0.0378,0.9015,alert,155.8529,20.9693,good,2.4623,2.0449,alert,-3.5235,3.0586,alert,131.2905,220.7287,good
149.27,bad,0.0379,0.9013,alert,156.4053,21.5218,good,2.4669,2.0496,alert,-3.5250,3.0602,alert,130.5910,220.0293,good
149.32,bad,0.0385,0.8997,alert,157.6149,22.7313,good,2.4528,2.0354,alert,-3.5086,3.0438,alert,128.4563,217.8946,good
149.34,bad,0.0388,0.8989,alert,158.7648,23.8813,good,2.4460,2.0287,alert,-3.5095,3.0446,alert,126.6346,216.0729,good
149.37,bad,0.0386,0.8996,alert,158.8806,23.9971,good,2.4776,2.0602,alert,-3.5376,3.0727,alert,127.0503,216.4886,good
149.42,bad,0.0399,0.8961,alert,160.0499,25.1664,good,2.4128,1.9954,alert,-3.4547,2.9898,alert,126.9917,216.4300,good
149.44,bad,0.0400,0.8958,alert,160.1061,25.2226,good,2.3970,1.9797,alert,-3.4587,2.9938,alert,125.0902,214.5285,good
149.48,bad,0.0416,0.8916,alert,162.9945,28.1110,good,2.3296,1.9122,alert,-3.3693,2.9044,alert,123.7404,213.1786,good
149.51,bad,0.0428,0.8885,alert,163.4650,28.5815,good,2.2724,1.8551,alert,-3.2963,2.8315,alert,122.7454,212.1837,good
149.54,bad,0.0444,0.8845,alert,163.4449,28.5613,good,2.1710,1.7536,alert,-3.1543,2.6895,alert,122.7845,212.2228,good
149.58,bad,0.0449,0.8831,alert,163.3672,28.4837,good,2.1494,1.7321,alert,-3.1249,2.6600,alert,123.6344,213.0727,good
149.62,bad,0.0452,0.8823,alert,163.6225,28.7390,good,2.1223,1.7049,alert,-3.1020,2.6371,alert,124.4576,213.8958,good
149.65,bad,0.0456,0.8813,alert,163.7784,28.8949,good,2.1010,1.6836,alert,-3.0751,2.6102,alert,125.8344,215.2727,good
149.67,bad,0.0456,0.8813,alert,163.0111,28.1276,good,2.1132,1.6958,alert,-3.0808,2.6159,alert,126.2633,215.7016,good
149.70,bad,0.0444,0.8845,alert,160.7307,25.8472,good,2.1818,1.7644,alert,-3.1534,2.6885,alert,126.0673,215.5056,good
149.73,bad,0.0432,0.8876,alert,157.9546,23.0711,good,2.2638,1.8465,alert,-3.2378,2.7729,alert,115.9170,205.3553,good
149.76,bad,0.0422,0.8900,alert,155.8401,20.9566,good,2.3738,1.9564,alert,-3.3582,2.8933,alert,105.5032,194.9415,good
149.81,bad,0.0396,0.8970,alert,149.8240,14.9404,good,2.6178,2.2005,alert,-3.6927,3.2278,alert,94.3524,183.7907,good
149.84,bad,0.0399,0.8962,alert,141.3519,6.4684,good,2.6157,2.1983,alert,-3.6509,3.1860,alert,90.8091,180.2474,good
149.87,bad,0.0386,0.8995,alert,131.7543,3.1293,good,2.6896,2.2722,alert,-3.7281,3.2632,alert,82.1628,171.6011,good
149.92,bad,0.0384,0.9000,alert,121.5987,13.2848,good,2.7089,2.2916,alert,-3.7195,3.2546,alert,71.4110,160.8492,good
149.96,bad,0.0393,0.8976,alert,111.4923,23.3913,good,2.6868,2.2695,alert,-3.6684,3.2036,alert,60.5183,149.9566,good
149.99,bad,0.0408,0.8937,alert,101.3495,33.5340,good,2.6237,2.2063,alert,-3.5672,3.1023,alert,49.2996,138.7379,good
150.02,bad,0.0429,0.8882,alert,90.2386,44.6449,good,2.5665,2.1491,alert,-3.4627,2.9978,alert,38.2021,127.6404,good
150.05,bad,0.0447,0.8837,alert,79.7026,55.1809,good,2.5200,2.1026,alert,-3.3636,2.8987,alert,27.1046,116.5429,good
150.08,bad,0.0470,0.8777,alert,69.8045,65.0790,good,2.4298,2.0125,alert,-3.2185,2.7536,alert,15.7188,105.1571,good
150.11,bad,0.0489,0.8726,alert,60.5587,74.3248,good,2.3496,1.9323,alert,-3.0983,2.6334,alert,5.7646,95.2029,good
150.14,bad,0.0496,0.8708,alert,52.5810,82.3025,good,2.3129,1.8956,alert,-3.0347,2.5698,alert,5.7646,95.2029,good
150.17,bad,0.0527,0.8627,alert,43.7383,91.1452,good,2.1515,1.7342,alert,-2.8033,2.3384,alert,5.7646,95.2029,good
150.21,bad,0.0585,0.8477,alert,38.1371,96.7464,good,1.8586,1.4412,alert,-2.3760,1.9111,alert,5.7646,95.2029,good
150.26,bad,0.0617,0.8394,alert,36.0990,98.7846,good,1.7713,1.3539,alert,-2.2527,1.7878,alert,0.0000,89.4383,good
150.29,bad,0.0654,0.8298,alert,33.7479,101.1356,good,1.6522,1.2349,alert,-2.0940,1.6292,alert,0.0000,89.4383,good
150.32,bad,0.0678,0.8235,alert,32.2313,102.6522,good,1.5905,1.1731,alert,-2.0277,1.5628,alert,0.0000,89.4383,good
150.35,bad,0.0682,0.8224,alert,32.4385,102.4450,good,1.5671,1.1497,alert,-2.0158,1.5509,alert,0.0000,89.4383,good
150.38,bad,0.0701,0.8174,alert,32.1215,102.7620,good,1.5186,1.1013,alert,-1.9673,1.5024,alert,0.0000,89.4383,good
150.41,bad,0.0709,0.8154,alert,32.2179,102.6656,good,1.5029,1.0856,alert,-1.9581,1.4933,alert,0.0000,89.4383,good
150.43,bad,0.0723,0.8117,alert,31.8073,103.0763,good,1.4745,1.0571,alert,-1.9422,1.4773,alert,0.0000,89.4383,good
150.46,bad,0.0732,0.8093,alert,31.3229,103.5606,good,1.4426,1.0252,alert,-1.9347,1.4698,alert,0.0000,89.4383,good
150.49,bad,0.0744,0.8063,alert,31.4600,103.4236,good,1.3962,0.9788,alert,-1.9083,1.4435,alert,0.0000,89.4383,good
150.52,bad,0.0772,0.7991,alert,30.6120,104.2715,good,1.2883,0.8710,alert,-1.7963,1.3314,alert,0.0000,89.4383,good
150.55,bad,0.0773,0.7988,alert,30.7253,104.1582,good,1.2667,0.8493,alert,-1.8082,1.3433,alert,0.0000,89.4383,good
150.63,bad,0.0752,0.8042,alert,31.1197,103.7638,good,1.2871,0.8697,alert,-1.8613,1.3964,alert,0.0000,89.4383,good
150.66,bad,0.0739,0.8075,alert,31.5199,103.3636,good,1.2990,0.8817,alert,-1.8998,1.4349,alert,0.0000,89.4383,good
150.69,bad,0.0740,0.8073,alert,31.7011,103.1824,good,1.2908,0.8734,alert,-1.8977,1.4328,alert,0.0000,89.4383,good
150.72,bad,0.0746,0.8058,alert,31.9716,102.9120,good,1.2685,0.8512,alert,-1.8852,1.4203,alert,0.0000,89.4383,good
150.74,bad,0.0764,0.8010,alert,32.0147,102.8688,good,1.2326,0.8152,alert,-1.8398,1.3749,alert,5.3518,94.7901,good
150.77,bad,0.0768,0.8001,alert,32.9100,101.9736,good,1.2255,0.8081,alert,-1.8382,1.3734,alert,9.4262,98.8645,good
150.80,bad,0.0764,0.8011,alert,33.5070,101.3765,good,1.2218,0.8045,alert,-1.8366,1.3717,alert,10.2396,99.6779,good
150.83,bad,0.0764,0.8010,alert,34.0507,100.8328,good,1.2047,0.7873,alert,-1.8198,1.3549,alert,15.4040,104.8423,good
150.86,bad,0.0781,0.7966,alert,35.0327,99.8509,good,1.1806,0.7633,alert,-1.7757,1.3108,alert,17.8483,107.2866,good
150.89,bad,0.0793,0.7936,alert,34.9849,99.8986,good,1.1606,0.7432,alert,-1.7498,1.2849,alert,20.2292,109.6675,good
150.93,bad,0.0798,0.7923,alert,35.4351,99.4484,good,1.1425,0.7252,alert,-1.7367,1.2718,alert,22.6504,112.0886,good
150.96,bad,0.0811,0.7888,alert,36.2794,98.6041,good,1.1151,0.6977,alert,-1.6948,1.2299,alert,26.6585,116.0968,good
151.00,bad,0.0828,0.7843,alert,36.4727,98.4108,good,1.0860,0.6686,alert,-1.6546,1.1897,alert,28.7817,118.2200,good
151.03,bad,0.0839,0.7816,alert,36.9795,97.9041,good,1.0663,0.6489,alert,-1.6363,1.1714,alert,30.5963,120.0346,good
151.06,bad,0.0848,0.7792,alert,37.8005,97.0830,good,1.0568,0.6395,alert,-1.6293,1.1645,alert,37.3845,126.8228,good
151.09,bad,0.0842,0.7808,alert,38.4393,96.4442,good,1.0683,0.6510,alert,-1.6485,1.1836,alert,38.9320,128.3703,good
151.12,bad,0.0847,0.7795,alert,39.0502,95.8333,good,1.0766,0.6593,alert,-1.6515,1.1866,alert,37.2267,126.6649,good
151.16,bad,0.0835,0.7825,alert,39.1908,95.6927,good,1.0988,0.6815,alert,-1.6732,1.2083,alert,32.6714,122.1097,good
151.19,bad,0.0829,0.7840,alert,40.0567,94.8268,good,1.1150,0.6976,alert,-1.7056,1.2407,alert,35.4879,124.9262,good
151.22,bad,0.0829,0.7842,alert,40.4740,94.4096,good,1.1224,0.7051,alert,-1.7184,1.2535,alert,33.5406,122.9789,good
151.27,bad,0.0814,0.7880,alert,40.2737,94.6099,good,1.1351,0.7177,alert,-1.7520,1.2872,alert,34.7406,124.1788,good
151.30,bad,0.0811,0.7889,alert,40.4964,94.3872,good,1.1346,0.7173,alert,-1.7600,1.2952,alert,34.4631,123.9014,good
151.34,bad,0.0809,0.7893,alert,40.4710,94.4125,good,1.1391,0.7217,alert,-1.7644,1.2995,alert,33.5884,123.0267,good
151.36,bad,0.0805,0.7905,alert,40.0338,94.8497,good,1.1457,0.7283,alert,-1.7838,1.3190,alert,32.4484,121.8867,good
151.40,bad,0.0800,0.7916,alert,39.8962,94.9874,good,1.1525,0.7352,alert,-1.8013,1.3365,alert,33.3273,122.7656,good
151.43,bad,0.0806,0.7901,alert,39.2156,95.6679,good,1.1379,0.7206,alert,-1.7792,1.3143,alert,34.2614,123.6997,good
151.46,bad,0.0823,0.7857,alert,39.0955,95.7880,good,1.1208,0.7034,alert,-1.7520,1.2871,alert,30.7519,120.1902,good
151.49,bad,0.0830,0.7839,alert,39.0031,95.8804,good,1.1174,0.7000,alert,-1.7384,1.2735,alert,33.6301,123.0684,good
151.52,bad,0.0817,0.7873,alert,38.7822,96.1013,good,1.1277,0.7104,alert,-1.7638,1.2989,alert,32.5406,121.9789,good
151.56,bad,0.0826,0.7849,alert,38.5282,96.3553,good,1.1099,0.6925,alert,-1.7500,1.2851,alert,38.0960,127.5343,good
151.61,bad,0.0852,0.7782,alert,37.7591,97.1244,good,1.0624,0.6451,alert,-1.6872,1.2224,alert,38.6918,128.1301,good
151.64,bad,0.0855,0.7773,alert,37.5411,97.3424,good,1.0519,0.6346,alert,-1.6822,1.2173,alert,38.4194,127.8577,good
151.67,bad,0.0869,0.7738,alert,37.6314,97.2522,good,1.0298,0.6125,alert,-1.6562,1.1914,alert,37.0256,126.4639,good
151.70,bad,0.0875,0.7721,alert,37.7515,97.1321,good,1.0253,0.6080,alert,-1.6378,1.1729,alert,40.8855,130.3238,good
151.73,bad,0.0891,0.7679,alert,37.8051,97.0785,good,1.0020,0.5846,alert,-1.6077,1.1428,alert,43.4242,132.8625,good
151.77,bad,0.0905,0.7643,alert,38.1022,96.7813,good,0.9838,0.5664,alert,-1.5788,1.1139,alert,43.4044,132.8427,good
151.80,bad,0.0910,0.7631,alert,38.7360,96.1476,good,0.9769,0.5596,alert,-1.5663,1.1014,alert,42.9950,132.4333,good
151.85,bad,0.0914,0.7621,alert,39.2240,95.6596,good,0.9850,0.5676,alert,-1.5654,1.1005,alert,44.3981,133.8364,good
151.87,bad,0.0907,0.7638,alert,39.1655,95.7180,good,0.9935,0.5761,alert,-1.5745,1.1096,alert,44.3196,133.7579,good
151.91,bad,0.0915,0.7617,alert,39.3560,95.5275,good,0.9768,0.5595,alert,-1.5540,1.0891,alert,43.2146,132.6529,good
151.94,bad,0.0924,0.7593,alert,38.9472,95.9364,good,0.9518,0.5344,alert,-1.5228,1.0579,alert,42.7291,132.1674,good
151.99,bad,0.0938,0.7559,alert,38.5304,96.3531,good,0.9275,0.5101,alert,-1.4868,1.0219,alert,39.8575,129.2958,good
152.02,bad,0.0939,0.7556,alert,38.6158,96.2677,good,0.9195,0.5022,alert,-1.4731,1.0082,alert,36.8823,126.3206,good
152.05,bad,0.0950,0.7527,alert,38.5842,96.2993,good,0.8990,0.4817,alert,-1.4380,0.9731,alert,35.1881,124.6264,good
152.08,bad,0.0953,0.7519,alert,38.1887,96.6948,good,0.8941,0.4767,alert,-1.4252,0.9603,alert,34.3319,123.7702,good
152.10,bad,0.0964,0.7489,alert,37.4542,97.4294,good,0.8711,0.4538,alert,-1.4005,0.9356,alert,29.2885,118.7268,good
152.13,bad,0.0966,0.7485,alert,36.6869,98.1966,good,0.8600,0.4426,alert,-1.3985,0.9336,alert,26.5316,115.9699,good
152.16,bad,0.0966,0.7485,alert,36.1536,98.7299,good,0.8531,0.4357,alert,-1.3899,0.9251,alert,25.0221,114.4604,good
152.19,bad,0.0972,0.7470,alert,35.2985,99.5851,good,0.8370,0.4196,alert,-1.3743,0.9095,alert,28.0710,117.5093,good
152.23,bad,0.0984,0.7439,alert,35.0731,99.8105,good,0.8150,0.3976,alert,-1.3527,0.8878,alert,26.1020,115.5403,good
152.26,bad,0.0976,0.7458,alert,34.5612,100.3223,good,0.8025,0.3851,alert,-1.3561,0.8912,alert,24.0358,113.4741,good
152.31,bad,0.0974,0.7463,alert,33.8129,101.0706,good,0.7998,0.3824,alert,-1.3625,0.8977,alert,22.4728,111.9111,good
152.34,bad,0.0977,0.7455,alert,33.4661,101.4174,good,0.7949,0.3776,alert,-1.3648,0.8999,alert,23.2938,112.7321,good
152.37,bad,0.0963,0.7493,alert,33.4292,101.4544,good,0.8094,0.3920,alert,-1.3925,0.9276,alert,23.1112,112.5495,good
152.40,bad,0.0961,0.7498,alert,33.1162,101.7673,good,0.8132,0.3958,alert,-1.3990,0.9341,alert,23.8127,113.2510,good
152.46,bad,0.0960,0.7500,alert,32.8530,102.0305,good,0.8145,0.3972,alert,-1.4054,0.9405,alert,24.4548,113.8931,good
152.48,bad,0.0970,0.7475,alert,32.7816,102.1019,good,0.8133,0.3960,alert,-1.3999,0.9350,alert,24.8021,114.2404,good
152.51,bad,0.0976,0.7459,alert,33.0061,101.8774,good,0.8135,0.3961,alert,-1.3970,0.9321,alert,25.6236,115.0619,good
152.54,bad,0.0961,0.7498,alert,33.1023,101.7812,good,0.8278,0.4105,alert,-1.4183,0.9534,alert,26.1636,115.6019,good
152.57,bad,0.0953,0.7518,alert,33.0877,101.7959,good,0.8295,0.4122,alert,-1.4288,0.9639,alert,26.4446,115.8829,good
152.62,bad,0.0946,0.7536,alert,33.1426,101.7410,good,0.8269,0.4095,alert,-1.4310,0.9661,alert,22.1996,111.6379,good
152.65,bad,0.0945,0.7538,alert,33.0198,101.8637,good,0.8233,0.4060,alert,-1.4307,0.9658,alert,21.7056,111.1439,good
152.68,bad,0.0944,0.7543,alert,33.0631,101.8204,good,0.8232,0.4059,alert,-1.4281,0.9632,alert,21.9798,111.4181,good
152.71,bad,0.0943,0.7544,alert,33.0648,101.8187,good,0.8146,0.3973,alert,-1.4250,0.9601,alert,21.1019,110.5402,good
152.76,bad,0.0938,0.7559,alert,33.2910,101.5925,good,0.8120,0.3947,alert,-1.4208,0.9559,alert,18.4092,107.8475,good
152.79,bad,0.0941,0.7551,alert,33.3908,101.4927,good,0.8000,0.3827,alert,-1.4095,0.9446,alert,16.5886,106.0269,good
152.81,bad,0.0927,0.7587,alert,33.5937,101.2898,good,0.8096,0.3922,alert,-1.4347,0.9698,alert,14.9307,104.3690,good
152.84,bad,0.0917,0.7612,alert,33.4342,101.4494,good,0.8150,0.3977,alert,-1.4454,0.9805,alert,13.4691,102.9074,good
152.87,bad,0.0893,0.7674,alert,33.5391,101.3444,good,0.8321,0.4147,alert,-1.4734,1.0085,alert,12.6215,102.0598,good
152.90,bad,0.0857,0.7768,alert,33.4079,101.4757,good,0.8709,0.4536,alert,-1.5370,1.0721,alert,11.6549,101.0932,good
152.93,bad,0.0851,0.7784,alert,33.8499,101.0337,good,0.8829,0.4656,alert,-1.5526,1.0877,alert,11.2067,100.6450,good
152.96,bad,0.0854,0.7777,alert,33.8144,101.0691,good,0.8841,0.4667,alert,-1.5514,1.0865,alert,10.7454,100.1837,good
153.01,bad,0.0836,0.7823,alert,33.5064,101.3772,good,0.9071,0.4898,alert,-1.5930,1.1281,alert,10.6795,100.1178,good
153.04,bad,0.0802,0.7912,alert,33.3712,101.5123,good,0.9352,0.5178,alert,-1.6508,1.1859,alert,10.3112,99.7495,good
153.09,bad,0.0776,0.7980,alert,33.5798,101.3037,good,0.9761,0.5588,alert,-1.7177,1.2528,alert,10.1495,99.5878,good
153.12,bad,0.0749,0.8049,alert,33.8830,101.0006,good,1.0203,0.6029,alert,-1.7822,1.3173,alert,10.5164,99.9547,good
153.15,bad,0.0728,0.8104,alert,34.0953,100.7882,good,1.0614,0.6441,alert,-1.8434,1.3785,alert,11.2312,100.6695,good
153.18,bad,0.0715,0.8138,alert,34.4699,100.4136,good,1.0853,0.6679,alert,-1.8725,1.4076,alert,13.6959,103.1342,good
153.21,bad,0.0710,0.8151,alert,34.6678,100.2157,good,1.0924,0.6750,alert,-1.8783,1.4134,alert,16.0428,105.4811,good
153.24,bad,0.0696,0.8187,alert,35.4784,99.4051,good,1.1162,0.6988,alert,-1.9101,1.4453,alert,18.1204,107.5587,good
153.27,bad,0.0691,0.8202,alert,35.7765,99.1070,good,1.1234,0.7061,alert,-1.9267,1.4618,alert,18.6697,108.1080,good
153.30,bad,0.0703,0.8169,alert,35.8831,99.0004,good,1.1024,0.6851,alert,-1.8953,1.4304,alert,18.8524,108.2907,good
153.33,bad,0.0694,0.8192,alert,35.5756,99.3079,good,1.1196,0.7022,alert,-1.9248,1.4599,alert,18.7525,108.1908,good
153.36,bad,0.0690,0.8203,alert,35.5810,99.3025,good,1.1242,0.7068,alert,-1.9293,1.4645,alert,18.3016,107.7399,good
153.45,bad,0.0720,0.8125,alert,35.7574,99.1261,good,1.1024,0.6850,alert,-1.8786,1.4137,alert,17.6781,107.1163,good
153.49,bad,0.0752,0.8042,alert,35.6842,99.1993,good,1.0795,0.6621,alert,-1.8262,1.3613,alert,17.0645,106.5028,good
153.52,bad,0.0785,0.7956,alert,35.5585,99.3250,good,1.0403,0.6229,alert,-1.7575,1.2926,alert,16.6541,106.0924,good
153.56,bad,0.0803,0.7909,alert,34.8837,99.9998,good,1.0122,0.5948,alert,-1.7088,1.2439,alert,15.7000,105.1383,good
153.60,bad,0.0825,0.7851,alert,34.3320,100.5515,good,0.9753,0.5580,alert,-1.6482,1.1833,alert,15.6645,105.1028,good
153.65,bad,0.0828,0.7845,alert,33.5607,101.3229,good,0.9727,0.5554,alert,-1.6490,1.1841,alert,15.0795,104.5178,good
153.68,bad,0.0843,0.7805,alert,32.9214,101.9621,good,0.9576,0.5403,alert,-1.6256,1.1608,alert,14.7391,104.1774,good
153.72,bad,0.0846,0.7797,alert,31.9105,102.9730,good,0.9565,0.5392,alert,-1.6282,1.1633,alert,14.1640,103.6022,good
153.76,bad,0.0846,0.7797,alert,31.1284,103.7551,good,0.9568,0.5395,alert,-1.6269,1.1620,alert,16.9902,106.4285,good
153.80,bad,0.0852,0.7783,alert,30.8660,104.0175,good,0.9443,0.5270,alert,-1.6137,1.1488,alert,17.7281,107.1664,good
153.84,bad,0.0866,0.7745,alert,30.5047,104.3788,good,0.9130,0.4956,alert,-1.5683,1.1034,alert,17.9625,107.4008,good
153.88,bad,0.0869,0.7739,alert,30.0957,104.7879,good,0.9133,0.4959,alert,-1.5709,1.1060,alert,19.3618,108.8001,good
153.92,bad,0.0866,0.7746,alert,29.6598,105.2238,good,0.9103,0.4929,alert,-1.5717,1.1068,alert,19.9626,109.4009,good
153.96,bad,0.0841,0.7810,alert,29.4239,105.4596,good,0.9372,0.5198,alert,-1.6198,1.1549,alert,20.4234,109.8617,good
154.00,bad,0.0813,0.7882,alert,29.1284,105.7552,good,0.9701,0.5527,alert,-1.6749,1.2100,alert,21.3237,110.7620,good
